ประทับเวลา,คณะที่เรียน,สาขาที่เรียน (หากสะดวกให้ข้อมูล),  เพศ,ชั้นปีการศึกษา,ยินยอมในการใช้และเก็บรักษา ข้อมูลส่วนบุคคลของท่าน,ส่วนที่ 1 : ทางกายภาพ [ปวดหัว],ส่วนที่ 1 : ทางกายภาพ [มีปัญหาในการนอน],ส่วนที่ 1 : ทางกายภาพ [วิตกกังวลมากกว่าปกติ],ส่วนที่ 1 : ทางกายภาพ [ปวดท้องหรือคลื่นไส้],ส่วนที่ 1 : ทางกายภาพ [เหนื่อยล้าหรืออ่อนเพลียเป็นประจำ],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกผิดเมื่อไม่สามารถทำตามความหวังของพ่อแม่ให้เป็นจริงได้],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกว่าการเข้ากับเพื่อนในห้องเรียนเป็นเรื่องที่ยาก],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกว่าเสียสมาธิเมื่อทะเลาะกับคนรัก],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [ไม่ได้รับการสนับสนุนจากคุณครูหรืออาจารย์],ส่วนที่ 2 : ทางความสัมพันธ์ระหว่างบุคคล [รู้สึกท้อต่อการจัดการ การบริหารงานของคณะที่เรียนอยู่],ส่วนที่ 3 : ทางการศึกษา [การใช้จ่ายในมหาวิทยาลัยทำให้มีปัญหาการเงิน],ส่วนที่ 3 : ทางการศึกษา [รู้สึกกังวลในการนำเสนอในชั้นเรียน],ส่วนที่ 3 : ทางการศึกษา [รู้สึกเครียดเมื่อต้องนั่งทำข้อสอบ],ส่วนที่ 3 : ทางการศึกษา [สนใจในเนื้อหาที่เรียนลดลง],ส่วนที่ 3 : ทางการศึกษา [รู้สึกเครียดในการรับมือกับวิชาที่ยากหรือไม่ถนัด],ส่วนที่ 4 : ทางสภาพเเวดล้อม [รู้สึกตึงเครียดเนื่องจากสภาพที่อยู่อาศัยที่แย่],ส่วนที่ 4 : ทางสภาพเเวดล้อม [เสียงรอบข้างทำให้ไม่มีสมาธิ],ส่วนที่ 4 : ทางสภาพเเวดล้อม [สภาพความเป็นอยู่ที่ไม่เป็นระเบียบทำให้ไม่มีสมาธิ],ส่วนที่ 4 : ทางสภาพเเวดล้อม [ความเบียดเสียดวุ่นวายทำให้รู้สึกไม่สบาย],ส่วนที่ 4 : ทางสภาพเเวดล้อม [รู้สึกกลัวกับการอยู่ในที่ที่ไม่คุ้นเคย],ส่วนที่ 1 [ไตร่ตรองเกี่ยวกับทางเลือกต่างๆอย่างถี่ถ้วน],ส่วนที่ 1 [ลองแก้ไขปัญหาด้วยวิธีที่หลากหลาย จนกว่าจะเจอวิธีที่ตอบโจทย์มากที่สุด],ส่วนที่ 1 [ใช้สมาธิหรือความสนใจทั้งหมดมุ่งไปที่การแก้ไขปัญหา],ส่วนที่ 1 [พยายามแก้ไขปัญหา],ส่วนที่ 1 [วางแผนการกระทำอย่างรอบคอบแทนที่จะทำตามแรงกดดันของสถานการณ์],ส่วนที่ 2 [บอกเล่าความรู้สึกให้เพื่อนรู้],ส่วนที่ 2 [ยอมรับความเข้าใจและความเห็นอกเห็นใจจากคนอื่น],ส่วนที่ 2 [ไว้ใจเพื่อนหรือญาติในการพูดคุยเกี่ยวกับความกังวลหรือความกลัว],ส่วนที่ 2 [พูดคุยปัญหาที่เกิดขึ้นกับคนอื่น ๆ เพื่อที่นำมาสู่แนวทางการแก้ไขปัญหานั้น],ส่วนที่ 2 [พบใครบางคน (เพื่อนหรือผู้เชี่ยวชาญ) เพื่อช่วยให้รู้สึกดีขึ้น],ส่วนที่ 3 [นำตัวเองหนีห่างออกจากปัญหา],ส่วนที่ 3 [ใช้เวลาคนเดียวอยู่บ่อยๆ],ส่วนที่ 3 [หลีกเลี่ยงการอยู่กับผู้คนในชีวิตประจำวัน],ส่วนที่ 3 [ปล่อยให้ตัวเองหมกมุ่นอยู่กับกีฬาหรืองานอดิเรกเพื่อที่จะหลีกเลี่ยงปัญหาที่เกิดขึ้น],ส่วนที่ 3 [นอนมากกว่าปกติ],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 1 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 1 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 2 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 2 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 3 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 3 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 4 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 4 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 5 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 5 เทอม 2],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 6 เทอม 1],จากการเรียนที่ผ่านมาทั้งหมด ปัจจัยทางความเครียดใดที่ส่งผลต่อคุณมากที่สุดในแต่ละภาคเรียน (หากเรียน 4 ปี ไม่ต้องเลือกปี 5 และ 6) [ปี 6 เทอม 2],รายละเอียด ปัญหา ของความเครียดหรือวิธีการจัดการความเครียด (หากไม่ประสงค์ตอบสามารถข้ามคำถามได้),บอกเราหน่อยได้ไหมว่าจากการเรียนที่ผ่าน คิดว่าคณะนี้เหมาะสมกับตัวเองหรือไม่,ระบายความเครียดมาเลยเราจะรับฟังไว้เอง❤️
"26/10/2023, 15:50:14",วิทยาลัยสหวิทยาการ,-,ชาย,ปี 3,ยินยอม,บ่อย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,ไม่เคย,ตลอดเวลา,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,ตลอดเวลา,นาน ๆ ครั้ง,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,ไม่เคย,ตลอดเวลา,นาน ๆ ครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,ทางความสัมพันธ์ระหว่างบุคคล,ทางสภาพเเวดล้อม,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางการศึกษา,ทางการศึกษา,,,,,,,,ไม่รู้ แค่รู้สึกว่าไม่ได้เรียนไม่ได้หรือทำไม่ได้ก็เลยเลือกจะเรียนต่อ,
"26/10/2023, 15:51:26",วิทยาลัยสหวิทยาการ,วิทยาศาสตร์และนวัตกรรมข้อมูล,LGBTQ+,ปี 3,ยินยอม,บ่อย,ตลอดเวลา,บ่อย,บ่อย,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,บ่อย,ตลอดเวลา,ตลอดเวลา,ไม่เคย,บ่อย,บ่อย,ตลอดเวลา,ตลอดเวลา,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,บ่อยครั้ง,บ่อยครั้ง,ทางความสัมพันธ์ระหว่างบุคคล,ทางการศึกษา,ทางสภาพเเวดล้อม,ทางการศึกษา,ทางกายภาพ,,,,,,,,,ไม่เหมาะสม,ขอบคุณนะคะ แต่พี่ก็สู้ๆนะ
"26/10/2023, 15:52:26",วิทยาลัยสหวิทยาการ,-,ชาย,ปี 3,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,นาน ๆ ครั้ง,ตลอดเวลา,นาน ๆ ครั้ง,บ่อย,บ่อย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางสภาพเเวดล้อม,ทางการศึกษา,ทางกายภาพ,ทางกายภาพ,ทางกายภาพ,ทางกายภาพ,ทางกายภาพ,ทางกายภาพ,ทางกายภาพ,ทางกายภาพ,ทางกายภาพ,ทางกายภาพ,,เหมาะสม,
"26/10/2023, 15:52:39",วิทยาลัยสหวิทยาการ,วิทยาศาสตร์และนวัตกรรมข้อมูล,ชาย,ปี 3,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,ตลอดเวลา,บ่อย,บ่อย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,บ่อยครั้ง,มีบ้างเล็กน้อย,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางความสัมพันธ์ระหว่างบุคคล,ทางความสัมพันธ์ระหว่างบุคคล,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,,หลักสูตรห่วย,ทั้งสภาพแวดล้อม ทั้งอาจารยหลักสูตรคณะ ห่วยหมด
"27/10/2023, 14:09:38",วิทยาลัยสหวิทยาการ,วิทยาศาสตร์และนวัตกรรมข้อมูล,ชาย,ปี 4,ยินยอม,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ทางความสัมพันธ์ระหว่างบุคคล,ทางสภาพเเวดล้อม,ทางสภาพเเวดล้อม,ทางความสัมพันธ์ระหว่างบุคคล,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,,,,,,เฉยๆ,
"28/10/2023, 23:07:46",วิทยาลัยสหวิทยาการ,วิทยาศาสตร์และนวัตกรรมข้อมูล,หญิง,ปี 4,ยินยอม,บ่อย,ตลอดเวลา,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,บ่อย,ไม่เคย,บ่อย,ตลอดเวลา,ตลอดเวลา,บ่อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,ไม่เลย,บ่อยครั้ง,ไม่เลย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ทางสภาพเเวดล้อม,ทางความสัมพันธ์ระหว่างบุคคล,ทางสภาพเเวดล้อม,ทางสภาพเเวดล้อม,ทางความสัมพันธ์ระหว่างบุคคล,ทางการศึกษา,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,เหมาะสม,เบื่อแฟน อยากออกจากความสัมพันธ์ แต่สุดท้ายก็วนกลับมาอยู่ที่เดิม บอกตัวเองว่าพอได้แล้ว แต่ก็ทำได้แค่แปปเดียว รู้สึกแย่สุดๆ แต่ก็ปลงๆ กะตัวเอง เหนื่อย แต่ไม่ได้มีไรผลมาก แต่เป็นสิ่งที่เดียวที่เครียดอะนะ
"30/10/2023, 14:56:10",วิทยาลัยสหวิทยาการ,วิทยาศาสตร์และนวัตกรรมข้อมูล,หญิง,ปี 4,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,บ่อย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,ทางสภาพเเวดล้อม,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,,,,,,,ไม่แน่ใจ,
"30/10/2023, 13:50:16",วิทยาศาสตร์และเทคโนโลยี,-,LGBTQ+,ปี 1,ยินยอม,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,ทางการศึกษา,,,,,,,,,,,,,เหมาะสม,
"25/10/2023, 15:23:47",วิทยาศาสตร์และเทคโนโลยี,คณิตศาสตร์,หญิง,ปี 3,ยินยอม,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ไม่เคย,บ่อย,บ่อย,บ่อย,บ่อย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,ไม่เลย,มีบ้างเล็กน้อย,ทางสภาพเเวดล้อม,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,ทางการศึกษา,,,,,,,,,เหมาะสม,
"30/10/2023, 9:38:08",วิทยาศาสตร์และเทคโนโลยี,คณิตศาสตร์,ชาย,ปี 1,ยินยอม,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,บ่อย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,บ่อย,นาน ๆ ครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,บ่อยครั้ง,ไม่เลย,ไม่เลย,ไม่เลย,ทางความสัมพันธ์ระหว่างบุคคล,,,,,,,,,,,,,เหมาะสม,
"30/10/2023, 9:42:03",วิทยาศาสตร์และเทคโนโลยี,คณิตศาสตร์,หญิง,ปี 1,ยินยอม,นาน ๆ ครั้ง,บ่อย,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,บ่อย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,ไม่เคย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,มีบ้างเล็กน้อย,ไม่เลย,ไม่เลย,ไม่เลย,ไม่เลย,ไม่เลย,ทางการศึกษา,,,,,,,,,,,,ได้คะแนนกลางภาคแคลคูลัส1ไม่ถึงค่าต่ำสุด,เหมาะสม,เครียดที่ทำข้อสอบกลางภาคแคลคูลัส1ได้น้อย เลยตัดสินใจถอนไป ไม่รู้ว่าลงเรียนใหม่จะทำคะแนนได้ดีกว่าเดิมไหม
"30/10/2023, 9:42:21",วิทยาศาสตร์และเทคโนโลยี,คณิตศาสตร์,ไม่ต้องการระบุ,ปี 1,ยินยอม,ไม่เคย,นาน ๆ ครั้ง,บ่อย,ไม่เคย,บ่อย,ตลอดเวลา,ตลอดเวลา,นาน ๆ ครั้ง,ไม่เคย,ไม่เคย,นาน ๆ ครั้ง,นาน ๆ ครั้ง,นาน ๆ ครั้ง,ตลอดเวลา,ตลอดเวลา,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,ไม่เคย,นาน ๆ ครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,บ่อยครั้ง,บ่อยครั้ง,มีบ้างเล็กน้อย,บ่อยครั้ง,ทางการศึกษา,,,,,,,,,,,,,ไม่เหมาะสม,
